date,lat,long,Parameter Name,mean_ozone
2024-01-01,34.276316,-118.683685,Ozone,0.027435
2024-01-01,34.276316,-118.683685,Ozone,0.026706
2024-01-02,34.276316,-118.683685,Ozone,0.018652
2024-01-02,34.276316,-118.683685,Ozone,0.022176
2024-01-03,34.276316,-118.683685,Ozone,0.030435
2024-01-03,34.276316,-118.683685,Ozone,0.034176
2024-01-04,34.276316,-118.683685,Ozone,0.039826
2024-01-04,34.276316,-118.683685,Ozone,0.034176
2024-01-05,34.276316,-118.683685,Ozone,0.02087
2024-01-05,34.276316,-118.683685,Ozone,0.022176
2024-01-06,34.276316,-118.683685,Ozone,0.024609
2024-01-06,34.276316,-118.683685,Ozone,0.032647
2024-01-07,34.276316,-118.683685,Ozone,0.037304
2024-01-07,34.276316,-118.683685,Ozone,0.037118
2024-01-08,34.276316,-118.683685,Ozone,0.033435
2024-01-08,34.276316,-118.683685,Ozone,0.027176
2024-01-09,34.276316,-118.683685,Ozone,0.01613
2024-01-09,34.276316,-118.683685,Ozone,0.016471
2024-01-10,34.276316,-118.683685,Ozone,0.01587
2024-01-10,34.276316,-118.683685,Ozone,0.019235
2024-01-11,34.276316,-118.683685,Ozone,0.030652
2024-01-11,34.276316,-118.683685,Ozone,0.026176
2024-01-12,34.276316,-118.683685,Ozone,0.018304
2024-01-12,34.276316,-118.683685,Ozone,0.019647
2024-01-13,34.276316,-118.683685,Ozone,0.019174
2024-01-13,34.276316,-118.683685,Ozone,0.020765
2024-01-14,34.276316,-118.683685,Ozone,0.026087
2024-01-14,34.276316,-118.683685,Ozone,0.029412
2024-01-15,34.276316,-118.683685,Ozone,0.019043
2024-01-15,34.276316,-118.683685,Ozone,0.018588
2024-01-16,34.276316,-118.683685,Ozone,0.016435
2024-01-16,34.276316,-118.683685,Ozone,0.017882
2024-01-17,34.276316,-118.683685,Ozone,0.008652
2024-01-17,34.276316,-118.683685,Ozone,0.008765
2024-01-18,34.276316,-118.683685,Ozone,0.016478
2024-01-18,34.276316,-118.683685,Ozone,0.019412
2024-01-19,34.276316,-118.683685,Ozone,0.019391
2024-01-19,34.276316,-118.683685,Ozone,0.025059
2024-01-20,34.276316,-118.683685,Ozone,0.01987
2024-01-20,34.276316,-118.683685,Ozone,0.023529
2024-01-21,34.276316,-118.683685,Ozone,0.028391
2024-01-21,34.276316,-118.683685,Ozone,0.031118
2024-01-22,34.276316,-118.683685,Ozone,0.030957
2024-01-22,34.276316,-118.683685,Ozone,0.028059
2024-01-23,34.276316,-118.683685,Ozone,0.030174
2024-01-23,34.276316,-118.683685,Ozone,0.030588
2024-01-24,34.276316,-118.683685,Ozone,0.021952
2024-01-24,34.276316,-118.683685,Ozone,0.020059
2024-01-25,34.276316,-118.683685,Ozone,0.024864
2024-01-25,34.276316,-118.683685,Ozone,0.030824
2024-01-26,34.276316,-118.683685,Ozone,0.03513
2024-01-26,34.276316,-118.683685,Ozone,0.041706
2024-01-27,34.276316,-118.683685,Ozone,0.040826
2024-01-27,34.276316,-118.683685,Ozone,0.038588
2024-01-28,34.276316,-118.683685,Ozone,0.033609
2024-01-28,34.276316,-118.683685,Ozone,0.026765
2024-01-29,34.276316,-118.683685,Ozone,0.023739
2024-01-29,34.276316,-118.683685,Ozone,0.025059
2024-01-30,34.276316,-118.683685,Ozone,0.020739
2024-01-30,34.276316,-118.683685,Ozone,0.022059
2024-01-31,34.276316,-118.683685,Ozone,0.030043
2024-01-31,34.276316,-118.683685,Ozone,0.042176
2024-02-01,34.276316,-118.683685,Ozone,0.034565
2024-02-01,34.276316,-118.683685,Ozone,0.030941
2024-02-02,34.276316,-118.683685,Ozone,0.029391
2024-02-02,34.276316,-118.683685,Ozone,0.024118
2024-02-03,34.276316,-118.683685,Ozone,0.025304
2024-02-03,34.276316,-118.683685,Ozone,0.036118
2024-02-04,34.276316,-118.683685,Ozone,0.036739
2024-02-04,34.276316,-118.683685,Ozone,0.035588
2024-02-05,34.276316,-118.683685,Ozone,0.030522
2024-02-05,34.276316,-118.683685,Ozone,0.028882
2024-02-06,34.276316,-118.683685,Ozone,0.031043
2024-02-06,34.276316,-118.683685,Ozone,0.030471
2024-02-07,34.276316,-118.683685,Ozone,0.029609
2024-02-07,34.276316,-118.683685,Ozone,0.035588
2024-02-08,34.276316,-118.683685,Ozone,0.027609
2024-02-08,34.276316,-118.683685,Ozone,0.029647
2024-02-09,34.276316,-118.683685,Ozone,0.02787
2024-02-09,34.276316,-118.683685,Ozone,0.034824
2024-02-10,34.276316,-118.683685,Ozone,0.033783
2024-02-10,34.276316,-118.683685,Ozone,0.030647
2024-02-11,34.276316,-118.683685,Ozone,0.033391
2024-02-11,34.276316,-118.683685,Ozone,0.026824
2024-02-12,34.276316,-118.683685,Ozone,0.023261
2024-02-12,34.276316,-118.683685,Ozone,0.024176
2024-02-13,34.276316,-118.683685,Ozone,0.021565
2024-02-13,34.276316,-118.683685,Ozone,0.026471
2024-02-14,34.276316,-118.683685,Ozone,0.029174
2024-02-14,34.276316,-118.683685,Ozone,0.028059
2024-02-15,34.276316,-118.683685,Ozone,0.02187
2024-02-15,34.276316,-118.683685,Ozone,0.026353
2024-02-16,34.276316,-118.683685,Ozone,0.022739
2024-02-16,34.276316,-118.683685,Ozone,0.023529
2024-02-17,34.276316,-118.683685,Ozone,0.019348
2024-02-17,34.276316,-118.683685,Ozone,0.027176
2024-02-18,34.276316,-118.683685,Ozone,0.030706
2024-02-18,34.276316,-118.683685,Ozone,0.026913
2024-02-19,34.276316,-118.683685,Ozone,0.030261
2024-02-19,34.276316,-118.683685,Ozone,0.029529
2024-02-20,34.276316,-118.683685,Ozone,0.03113
2024-02-20,34.276316,-118.683685,Ozone,0.035
2024-02-21,34.276316,-118.683685,Ozone,0.031
2024-02-21,34.276316,-118.683685,Ozone,0.024235
2024-02-22,34.276316,-118.683685,Ozone,0.020125
2024-02-22,34.276316,-118.683685,Ozone,0.026882
2024-02-23,34.276316,-118.683685,Ozone,0.034957
2024-02-23,34.276316,-118.683685,Ozone,0.030941
2024-02-24,34.276316,-118.683685,Ozone,0.02713
2024-02-24,34.276316,-118.683685,Ozone,0.028882
2024-02-25,34.276316,-118.683685,Ozone,0.029529
2024-02-25,34.276316,-118.683685,Ozone,0.024609
2024-02-26,34.276316,-118.683685,Ozone,0.024304
2024-02-26,34.276316,-118.683685,Ozone,0.028824
2024-02-27,34.276316,-118.683685,Ozone,0.022412
2024-02-27,34.276316,-118.683685,Ozone,0.023
2024-02-28,34.276316,-118.683685,Ozone,0.026824
2024-02-28,34.276316,-118.683685,Ozone,0.020391
2024-02-29,34.276316,-118.683685,Ozone,0.031826
2024-02-29,34.276316,-118.683685,Ozone,0.036765
2024-03-01,34.276316,-118.683685,Ozone,0.035043
2024-03-01,34.276316,-118.683685,Ozone,0.035824
2024-03-02,34.276316,-118.683685,Ozone,0.038
2024-03-02,34.276316,-118.683685,Ozone,0.037412
2024-03-03,34.276316,-118.683685,Ozone,0.033087
2024-03-03,34.276316,-118.683685,Ozone,0.024647
2024-03-04,34.276316,-118.683685,Ozone,0.024435
2024-03-04,34.276316,-118.683685,Ozone,0.026412
2024-03-05,34.276316,-118.683685,Ozone,0.027217
2024-03-05,34.276316,-118.683685,Ozone,0.033706
2024-03-06,34.276316,-118.683685,Ozone,0.026
2024-03-06,34.276316,-118.683685,Ozone,0.025118
2024-03-07,34.276316,-118.683685,Ozone,0.024043
2024-03-07,34.276316,-118.683685,Ozone,0.027412
2024-03-08,34.276316,-118.683685,Ozone,0.024
2024-03-08,34.276316,-118.683685,Ozone,0.023652
2024-03-09,34.276316,-118.683685,Ozone,0.026
2024-03-09,34.276316,-118.683685,Ozone,0.023304
2024-03-10,34.276316,-118.683685,Ozone,0.025826
2024-03-10,34.276316,-118.683685,Ozone,0.03
2024-03-11,34.276316,-118.683685,Ozone,0.031565
2024-03-11,34.276316,-118.683685,Ozone,0.035
2024-03-12,34.276316,-118.683685,Ozone,0.030043
2024-03-12,34.276316,-118.683685,Ozone,0.032765
2024-03-13,34.276316,-118.683685,Ozone,0.037087
2024-03-13,34.276316,-118.683685,Ozone,0.042765
2024-03-14,34.276316,-118.683685,Ozone,0.042348
2024-03-14,34.276316,-118.683685,Ozone,0.036882
2024-03-15,34.276316,-118.683685,Ozone,0.030435
2024-03-15,34.276316,-118.683685,Ozone,0.033294
2024-03-16,34.276316,-118.683685,Ozone,0.033348
2024-03-16,34.276316,-118.683685,Ozone,0.035176
2024-03-17,34.276316,-118.683685,Ozone,0.029826
2024-03-17,34.276316,-118.683685,Ozone,0.033
2024-03-18,34.276316,-118.683685,Ozone,0.029652
2024-03-18,34.276316,-118.683685,Ozone,0.032471
2024-03-19,34.276316,-118.683685,Ozone,0.029391
2024-03-19,34.276316,-118.683685,Ozone,0.032353
2024-03-20,34.276316,-118.683685,Ozone,0.033609
2024-03-20,34.276316,-118.683685,Ozone,0.037706
2024-03-21,34.276316,-118.683685,Ozone,0.029565
2024-03-21,34.276316,-118.683685,Ozone,0.034647
2024-03-22,34.276316,-118.683685,Ozone,0.035217
2024-03-22,34.276316,-118.683685,Ozone,0.041118
2024-03-23,34.276316,-118.683685,Ozone,0.035913
2024-03-23,34.276316,-118.683685,Ozone,0.033941
2024-03-24,34.276316,-118.683685,Ozone,0.02913
2024-03-24,34.276316,-118.683685,Ozone,0.03
2024-03-25,34.276316,-118.683685,Ozone,0.027391
2024-03-25,34.276316,-118.683685,Ozone,0.032176
2024-03-26,34.276316,-118.683685,Ozone,0.03487
2024-03-26,34.276316,-118.683685,Ozone,0.033176
2024-03-27,34.276316,-118.683685,Ozone,0.035913
2024-03-27,34.276316,-118.683685,Ozone,0.040882
2024-03-28,34.276316,-118.683685,Ozone,0.032435
2024-03-28,34.276316,-118.683685,Ozone,0.032941
2024-03-29,34.276316,-118.683685,Ozone,0.040957
2024-03-29,34.276316,-118.683685,Ozone,0.044235
2024-03-30,34.276316,-118.683685,Ozone,0.041696
2024-03-30,34.276316,-118.683685,Ozone,0.041353
2024-03-31,34.276316,-118.683685,Ozone,0.041217
2024-03-31,34.276316,-118.683685,Ozone,0.041833
