date,lat,long,Parameter Name,mean_ozone
2024-01-01,34.181977,-118.363036,Ozone,0.014958
2024-01-01,34.181977,-118.363036,Ozone,0.017059
2024-01-02,34.181977,-118.363036,Ozone,0.016588
2024-01-02,34.181977,-118.363036,Ozone,0.013958
2024-01-03,34.181977,-118.363036,Ozone,0.036647
2024-01-03,34.181977,-118.363036,Ozone,0.025917
2024-01-04,34.181977,-118.363036,Ozone,0.031542
2024-01-04,34.181977,-118.363036,Ozone,0.021
2024-01-05,34.181977,-118.363036,Ozone,0.014176
2024-01-05,34.181977,-118.363036,Ozone,0.011625
2024-01-06,34.181977,-118.363036,Ozone,0.026
2024-01-06,34.181977,-118.363036,Ozone,0.016458
2024-01-07,34.181977,-118.363036,Ozone,0.036292
2024-01-07,34.181977,-118.363036,Ozone,0.034941
2024-01-08,34.181977,-118.363036,Ozone,0.015647
2024-01-08,34.181977,-118.363036,Ozone,0.0245
2024-01-09,34.181977,-118.363036,Ozone,0.011083
2024-01-09,34.181977,-118.363036,Ozone,0.012353
2024-01-10,34.181977,-118.363036,Ozone,0.016176
2024-01-10,34.181977,-118.363036,Ozone,0.012833
2024-01-11,34.181977,-118.363036,Ozone,0.028412
2024-01-11,34.181977,-118.363036,Ozone,0.030667
2024-01-12,34.181977,-118.363036,Ozone,0.016176
2024-01-12,34.181977,-118.363036,Ozone,0.01425
2024-01-13,34.181977,-118.363036,Ozone,0.018529
2024-01-13,34.181977,-118.363036,Ozone,0.015833
2024-01-14,34.181977,-118.363036,Ozone,0.019125
2024-01-14,34.181977,-118.363036,Ozone,0.022765
2024-01-15,34.181977,-118.363036,Ozone,0.020118
2024-01-15,34.181977,-118.363036,Ozone,0.01675
2024-01-16,34.181977,-118.363036,Ozone,0.016792
2024-01-16,34.181977,-118.363036,Ozone,0.021235
2024-01-17,34.181977,-118.363036,Ozone,0.009375
2024-01-17,34.181977,-118.363036,Ozone,0.009059
2024-01-18,34.181977,-118.363036,Ozone,0.016235
2024-01-18,34.181977,-118.363036,Ozone,0.014042
2024-01-19,34.181977,-118.363036,Ozone,0.015412
2024-01-19,34.181977,-118.363036,Ozone,0.012375
