system:index,date,lat,long,ndvi,.geo
2022_01_01,2022-01-01,34.06659,-118.22688,0.22108107805252075,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_02,2022-01-02,34.06659,-118.22688,0.2281670719385147,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_03,2022-01-03,34.06659,-118.22688,0.24538791179656982,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_04,2022-01-04,34.06659,-118.22688,0.20632782578468323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_05,2022-01-05,34.06659,-118.22688,0.2495395988225937,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_06,2022-01-06,34.06659,-118.22688,0.25180327892303467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_07,2022-01-07,34.06659,-118.22688,0.022307202219963074,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_08,2022-01-08,34.06659,-118.22688,0.1422845721244812,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_09,2022-01-09,34.06659,-118.22688,0.25300300121307373,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_10,2022-01-10,34.06659,-118.22688,0.03063610941171646,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_11,2022-01-11,34.06659,-118.22688,0.2549019753932953,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_12,2022-01-12,34.06659,-118.22688,0.03684154897928238,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_13,2022-01-13,34.06659,-118.22688,-0.003980242647230625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_14,2022-01-14,34.06659,-118.22688,0.29825714230537415,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_15,2022-01-15,34.06659,-118.22688,0.0038812921848148108,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_16,2022-01-16,34.06659,-118.22688,0.09497206658124924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_17,2022-01-17,34.06659,-118.22688,0.03233654424548149,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_18,2022-01-18,34.06659,-118.22688,0.04457652196288109,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_19,2022-01-19,34.06659,-118.22688,0.014762516133487225,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_20,2022-01-20,34.06659,-118.22688,0.30559343099594116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_21,2022-01-21,34.06659,-118.22688,0.28050145506858826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_22,2022-01-22,34.06659,-118.22688,0.2864763140678406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_23,2022-01-23,34.06659,-118.22688,0.3513513505458832,"{""type"":""MultiPoint"",""coordinates"":[]}"
