,date,lat,long,prcp,locationName,srad,tmax,vp,mean_ozone,system:index,ndvi,.geo
294,2022-11-03,34.276316,-118.683685,0.0,simiValley,257.3699951171875,15.539999961853027,356.9800109863281,0.026217,2022_11_03,0.3738929331302643,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2022-11-19,34.01029,-118.0685,0.0,picoRivera,310.3299865722656,25.600000381469727,986.77001953125,0.015826,2022_11_19,0.2497365474700927,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2022-03-29,34.05111,-118.45636,0.0,westLA,387.7300109863281,19.40999984741211,616.6599731445312,0.025765,2022_03_29,0.1759803891181945,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2022-11-20,34.01029,-118.0685,0.0,picoRivera,307.75,26.729999542236328,1038.050048828125,0.015667,2022_11_20,0.4700704216957092,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,2022-05-15,34.19925,-118.53276,0.0,reseda,539.4400024414062,31.549999237060547,651.510009765625,0.044375,2022_05_15,0.2916383445262909,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,2022-06-24,34.276316,-118.683685,0.0,simiValley,519.1900024414062,35.16999816894531,806.530029296875,0.04287,2022_06_24,0.2953707575798034,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2022-11-02,34.276316,-118.683685,0.0,simiValley,239.32000732421875,18.63999938964844,465.6300048828125,0.030435,2022_11_02,0.2938388586044311,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2022-03-20,34.01029,-118.0685,0.0,picoRivera,394.3299865722656,24.90999984741211,829.8099975585938,0.033,2022_03_20,0.2786516845226288,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2022-06-15,34.19925,-118.53276,0.0,reseda,551.4299926757812,32.779998779296875,672.02001953125,0.045125,2022_06_15,0.2399290651082992,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2022-07-30,34.06659,-118.22688,0.0,mainLA,466.5499877929688,30.84000015258789,834.4400024414062,0.0225,2022_07_30,0.0270120780915021,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2022-02-03,34.1326,-118.1272,0.0,Pasadena,336.5299987792969,20.56999969482422,939.719970703125,0.01625,2022_02_03,0.5078533887863159,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2022-01-03,34.181977,-118.363036,0.0,northHollywood,274.5299987792969,18.51000022888184,803.4400024414062,0.011042,2022_01_03,0.3294855654239654,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2022-05-29,34.1326,-118.1272,0.0,Pasadena,442.2799987792969,24.399999618530277,772.6900024414062,0.030417,2022_05_29,0.5345967411994934,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2022-02-15,34.06659,-118.22688,0.0,mainLA,206.8300018310547,17.899999618530273,1261.6600341796875,0.033875,2022_02_15,0.0331632643938064,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2022-11-30,34.1326,-118.1272,0.0,Pasadena,182.07000732421875,16.530000686645508,1136.47998046875,0.023,2022_11_30,0.3357894718647003,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2022-09-14,33.901389,-118.205,0.0,compton,347.8500061035156,27.600000381469727,896.9299926757812,0.0255,2022_09_14,0.212721586227417,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2022-11-16,34.06659,-118.22688,0.0,mainLA,314.6300048828125,25.13999938964844,1000.6599731445312,0.010158,2022_11_16,0.191726341843605,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2022-06-07,34.276316,-118.683685,0.0,simiValley,514.3200073242188,29.850000381469727,626.5399780273438,0.034565,2022_06_07,0.3335561454296112,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,2022-06-09,34.01029,-118.0685,0.0,picoRivera,528.9500122070312,30.07999992370605,709.0900268554688,0.044588,2022_06_09,0.2889908254146576,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2022-06-23,34.19925,-118.53276,0.0,reseda,503.8999938964844,34.689998626708984,860.8699951171875,0.038125,2022_06_23,0.311930239200592,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2022-02-02,34.1326,-118.1272,0.0,Pasadena,311.19000244140625,19.020000457763672,959.0999755859376,0.020708,2022_02_02,0.5207570195198059,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2022-01-18,34.1326,-118.1272,0.0,Pasadena,134.27999877929688,17.270000457763672,1394.93994140625,0.021059,2022_01_18,0.4017674922943115,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,2022-06-25,34.06659,-118.22688,0.0,mainLA,567.4600219726562,32.310001373291016,683.2100219726562,0.029375,2022_06_25,0.2118390351533889,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2022-08-24,34.05111,-118.45636,0.0,westLA,466.6700134277344,29.46999931335449,813.5599975585938,0.024294,2022_08_24,0.1877272725105285,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2022-05-06,34.19925,-118.53276,0.0,reseda,491.1099853515625,27.540000915527344,602.010009765625,0.038958,2022_05_06,0.3406843841075897,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2022-02-18,34.06659,-118.22688,0.0,mainLA,359.4100036621094,24.809999465942383,1021.6900024414062,0.018917,2022_02_18,0.2996910512447357,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2022-07-06,34.1326,-118.1272,0.0,Pasadena,476.8500061035156,31.040000915527344,728.469970703125,0.016824,2022_07_06,0.5182376503944397,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2022-11-11,34.06659,-118.22688,0.0,mainLA,326.8699951171875,22.479999542236328,913.9400024414062,0.014958,2022_11_11,0.2339711338281631,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2022-07-26,34.276316,-118.683685,0.0,simiValley,501.6499938964844,31.489999771118164,655.4600219726562,0.034609,2022_07_26,0.248992383480072,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2022-03-02,34.06659,-118.22688,0.0,mainLA,380.80999755859375,27.149999618530277,1147.800048828125,0.018542,2022_03_02,0.2388993054628372,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2022-06-04,34.01029,-118.0685,0.0,picoRivera,384.3500061035156,24.8799991607666,716.5999755859375,0.036542,2022_06_04,0.0165260918438434,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2022-06-22,34.01029,-118.0685,2.509999990463257,picoRivera,389.489990234375,31.989999771118164,794.8599853515625,0.0245,2022_06_22,0.0385378561913967,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2022-01-03,34.05111,-118.45636,0.0,westLA,263.3500061035156,17.139999389648438,900.1699829101562,0.017417,2022_01_03,0.1617681086063385,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,2022-08-07,34.06659,-118.22688,0.0,mainLA,534.2899780273438,34.91999816894531,837.8099975585938,0.026208,2022_08_07,0.2040935605764389,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2022-08-25,33.901389,-118.205,0.0,compton,453.1600036621094,29.56999969482422,882.3300170898438,0.02587,2022_08_25,0.2039833068847656,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2022-10-02,34.06659,-118.22688,0.0,mainLA,349.9599914550781,27.530000686645508,761.6500244140625,0.042208,2022_10_02,0.201804369688034,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,2022-06-19,34.276316,-118.683685,0.0,simiValley,521.0800170898438,29.049999237060547,559.5700073242188,0.040304,2022_06_19,0.2864108681678772,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,2022-08-10,34.181977,-118.363036,0.0,northHollywood,470.4200134277344,35.27000045776367,980.3400268554688,0.030167,2022_08_10,0.2609818875789642,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2022-11-18,33.901389,-118.205,0.0,compton,299.4800109863281,21.239999771118164,939.4400024414062,0.012625,2022_11_18,0.2231539189815521,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2022-02-03,34.276316,-118.683685,0.0,simiValley,305.9100036621094,18.1299991607666,1019.0499877929688,0.043235,2022_02_03,0.3175221085548401,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2022-09-28,34.276316,-118.683685,0.0,simiValley,432.6600036621094,36.65999984741211,918.0999755859376,0.045217,2022_09_28,0.2508872449398041,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,2022-07-10,34.181977,-118.363036,0.0,northHollywood,492.3800048828125,31.93000030517578,763.3900146484375,0.036412,2022_07_10,0.2127344459295272,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2022-02-02,34.181977,-118.363036,0.0,northHollywood,291.19000244140625,18.6200008392334,970.8900146484376,0.0235,2022_02_02,0.2784075140953064,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2022-11-27,34.276316,-118.683685,0.0,simiValley,297.82000732421875,23.309999465942383,715.9000244140625,0.028391,2022_11_27,0.3079651594161987,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,2022-07-19,34.06659,-118.22688,0.0,mainLA,478.8599853515625,32.279998779296875,845.5499877929688,0.027042,2022_07_19,0.2124706357717514,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2022-03-12,34.06659,-118.22688,0.0,mainLA,431.239990234375,25.09000015258789,547.2899780273438,0.024958,2022_03_12,0.3192121982574463,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2022-05-17,34.01029,-118.0685,0.0,picoRivera,420.7099914550781,24.290000915527344,597.77001953125,0.034167,2022_05_17,0.3381468057632446,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2022-09-23,34.06659,-118.22688,0.0,mainLA,473.7300109863281,32.869998931884766,714.6599731445312,0.032167,2022_09_23,0.1887705773115158,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,2022-08-20,34.276316,-118.683685,0.0,simiValley,452.0,31.549999237060547,751.3599853515625,0.040217,2022_08_20,0.2426035553216934,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2022-10-23,34.1326,-118.1272,0.0,Pasadena,331.4800109863281,24.350000381469727,561.6099853515625,0.0285,2022_10_23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-04-08,34.276316,-118.683685,0.0,simiValley,478.7200012207031,35.709999084472656,921.9500122070312,0.042864,2022_04_08,0.3514203727245331,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2022-03-22,34.276316,-118.683685,0.0,simiValley,459.6300048828125,29.799999237060547,743.3599853515625,0.036455,2022_03_22,0.3248719573020935,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2022-04-27,34.276316,-118.683685,0.0,simiValley,489.75,23.489999771118164,494.3800048828125,0.0455,2022_04_27,0.344912052154541,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,2022-11-22,33.901389,-118.205,0.0,compton,295.7300109863281,23.940000534057617,1009.1900024414062,0.010542,2022_11_22,0.301439881324768,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,2022-05-13,34.181977,-118.363036,0.0,northHollywood,567.239990234375,33.25,661.5800170898438,0.041583,2022_05_13,0.2782874703407287,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2022-01-20,34.06659,-118.22688,0.0,mainLA,294.0899963378906,24.0,1166.9200439453125,0.013,2022_01_20,0.3055934309959411,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2022-09-09,34.1326,-118.1272,3.829999923706055,Pasadena,257.54998779296875,33.900001525878906,1106.47998046875,0.02325,2022_09_09,0.0526461228728294,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,2022-06-23,34.1326,-118.1272,0.0,Pasadena,531.5,34.33000183105469,801.3200073242188,0.031083,2022_06_23,0.5629653334617615,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2022-04-28,33.901389,-118.205,0.0,compton,341.2900085449219,19.950000762939453,676.8599853515625,0.043542,2022_04_28,-0.0062684370204806,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2022-03-02,34.276316,-118.683685,0.0,simiValley,419.4700012207031,28.200000762939453,1194.8499755859375,0.034909,2022_03_02,0.322003036737442,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,2022-06-01,34.276316,-118.683685,0.0,simiValley,557.5700073242188,32.72999954223633,624.489990234375,0.041826,2022_06_01,0.2750704884529114,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2022-07-25,34.05111,-118.45636,0.0,westLA,464.9299926757813,27.07999992370605,732.1500244140625,0.032294,2022_07_25,0.2419915199279785,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,2022-06-25,34.05111,-118.45636,0.0,westLA,530.5,28.200000762939453,700.8400268554688,0.030167,2022_06_25,0.20028817653656,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2022-01-23,34.181977,-118.363036,0.0,northHollywood,272.0899963378906,23.979999542236328,1308.1300048828125,0.029458,2022_01_23,0.4678586423397064,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2022-01-15,34.1326,-118.1272,0.0,Pasadena,216.80999755859372,21.8700008392334,1435.9100341796875,0.015125,2022_01_15,0.0066312123090028,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2022-01-06,34.181977,-118.363036,0.0,northHollywood,257.5,22.670000076293945,1156.8699951171875,0.008917,2022_01_06,0.2198784500360489,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2022-06-15,33.901389,-118.205,0.0,compton,512.3599853515625,26.059999465942383,739.280029296875,0.037583,2022_06_15,0.1945337653160095,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2022-07-22,34.276316,-118.683685,0.0,simiValley,492.80999755859375,32.88999938964844,737.72998046875,0.039565,2022_07_22,0.2647145986557007,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2022-03-31,34.01029,-118.0685,0.0,picoRivera,216.52999877929688,19.46999931335449,1396.6500244140625,0.032542,2022_03_31,0.0375854223966598,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2022-05-21,33.901389,-118.205,0.0,compton,317.2799987792969,21.309999465942383,756.219970703125,0.036471,2022_05_21,0.0064994231797754,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2022-11-27,34.19925,-118.53276,0.0,reseda,295.5199890136719,23.229999542236328,624.1400146484375,0.022059,2022_11_27,0.4379220604896545,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,2022-08-04,33.901389,-118.205,0.0,compton,443.4400024414063,27.850000381469727,858.0599975585938,0.025647,2022_08_04,0.0846660435199737,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2022-02-04,33.901389,-118.205,0.0,compton,339.0899963378906,21.43000030517578,1001.9400024414062,0.012625,2022_02_04,0.220266655087471,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,2022-07-31,34.276316,-118.683685,0.0,simiValley,453.7900085449219,33.63999938964844,873.7999877929688,0.04113,2022_07_31,0.0154778361320495,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2022-02-14,34.1326,-118.1272,0.0,Pasadena,318.4100036621094,24.989999771118164,1382.31005859375,0.029167,2022_02_14,0.4934136271476745,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2022-07-30,34.05111,-118.45636,0.0,westLA,437.8399963378906,28.09000015258789,832.8699951171875,0.025059,2022_07_30,0.0088110901415348,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2022-04-28,34.05111,-118.45636,0.0,westLA,352.9599914550781,19.739999771118164,693.1400146484375,0.036292,2022_04_28,0.186669573187828,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2022-01-15,34.19925,-118.53276,0.5299999713897705,reseda,197.2899932861328,21.709999084472656,1513.719970703125,0.014125,2022_01_15,0.0187973119318485,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2022-09-09,34.05111,-118.45636,5.199999809265137,westLA,364.010009765625,37.220001220703125,1062.0,0.019125,2022_09_09,0.0441813468933105,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2022-10-31,34.276316,-118.683685,0.0,simiValley,341.5299987792969,27.459999084472656,575.3499755859375,0.027524,2022_10_31,0.1242964342236518,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2022-10-30,34.06659,-118.22688,0.0,mainLA,380.75,27.71999931335449,540.9000244140625,0.025833,2022_10_30,0.2572765052318573,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2022-11-29,33.901389,-118.205,0.0,compton,192.9900054931641,19.239999771118164,1326.0400390625,0.015583,2022_11_29,0.0934579446911811,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2022-03-07,34.06659,-118.22688,0.0,mainLA,410.4800109863281,21.959999084472656,810.8300170898438,0.017625,2022_03_07,0.2997052073478699,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2022-03-06,33.901389,-118.205,0.0,compton,339.7900085449219,17.040000915527344,801.75,0.023042,2022_03_06,0.2190528810024261,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,2022-06-06,34.06659,-118.22688,0.0,mainLA,476.5499877929688,27.38999938964844,725.8900146484375,0.027471,2022_06_06,0.198673814535141,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2022-12-08,34.06659,-118.22688,0.0,mainLA,239.6199951171875,17.6200008392334,965.1199951171876,0.014375,2022_12_08,0.2143808305263519,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2022-03-18,34.276316,-118.683685,0.0,simiValley,436.3999938964844,27.040000915527344,698.969970703125,0.045227,2022_03_18,0.2907542586326599,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2022-04-06,34.06659,-118.22688,0.0,mainLA,542.1199951171875,33.72999954223633,608.530029296875,0.037941,2022_04_06,0.2795662581920624,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2022-03-14,34.19925,-118.53276,0.0,reseda,463.0499877929688,26.559999465942383,438.6099853515625,0.032333,2022_03_14,0.2798182368278503,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2022-03-25,34.276316,-118.683685,0.0,simiValley,474.1099853515625,29.81999969482422,656.4600219726562,0.031864,2022_03_25,0.3420517444610595,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2022-03-22,34.01029,-118.0685,0.0,picoRivera,487.4299926757813,31.479999542236328,630.8400268554688,0.025647,2022_03_22,0.2733134925365448,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,2022-08-14,34.181977,-118.363036,0.0,northHollywood,479.5299987792969,34.86000061035156,910.260009765625,0.041583,2022_08_14,0.260869562625885,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,2022-06-13,34.276316,-118.683685,0.0,simiValley,451.489990234375,27.420000076293945,634.8800048828125,0.033609,2022_06_13,0.2799352705478668,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2022-02-09,34.1326,-118.1272,0.0,Pasadena,349.3900146484375,30.549999237060547,1530.8800048828125,0.021833,2022_02_09,0.5026075839996338,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2022-10-09,34.1326,-118.1272,0.0,Pasadena,361.9800109863281,28.950000762939453,737.9000244140625,0.032042,2022_10_09,0.5008310675621033,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2022-03-21,34.276316,-118.683685,0.0,simiValley,412.8500061035156,26.38999938964844,826.0,0.042045,2022_03_21,0.2104251235723495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2022-01-03,34.1326,-118.1272,0.0,Pasadena,264.7099914550781,18.170000076293945,893.8300170898438,0.013042,2022_01_03,0.54440838098526,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2022-06-24,34.05111,-118.45636,0.0,westLA,519.6900024414062,28.229999542236328,729.3300170898438,0.030042,2022_06_24,0.1473075300455093,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2022-03-31,34.19925,-118.53276,0.0,reseda,305.5799865722656,19.729999542236328,891.9199829101562,0.033792,2022_03_31,0.0268920473754405,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2022-02-22,34.01029,-118.0685,1.0299999713897705,picoRivera,207.1300048828125,16.18000030517578,1142.449951171875,0.034167,2022_02_22,0.0934119895100593,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2022-09-29,34.276316,-118.683685,0.0,simiValley,428.8999938964844,33.41999816894531,770.9600219726562,0.039391,2022_09_29,0.341233879327774,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,2022-12-23,34.181977,-118.363036,0.0,northHollywood,279.6199951171875,23.21999931335449,1055.7099609375,0.007167,2022_12_23,0.1826714873313903,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2022-10-01,34.06659,-118.22688,0.0,mainLA,306.489990234375,26.65999984741211,795.239990234375,0.038208,2022_10_01,0.2541551291942596,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2022-03-20,33.901389,-118.205,0.0,compton,375.3699951171875,22.559999465942383,831.1699829101562,0.033542,2022_03_20,0.2256503403186798,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2022-03-09,34.1326,-118.1272,0.0,Pasadena,376.0400085449219,21.100000381469727,1059.18994140625,0.028375,2022_03_09,0.516936719417572,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2022-10-07,34.181977,-118.363036,0.0,northHollywood,401.75,30.81999969482422,742.1799926757812,0.038917,2022_10_07,0.225862056016922,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,2022-12-20,34.01029,-118.0685,0.0,picoRivera,267.0599975585937,21.6299991607666,1101.8699951171875,0.007167,2022_12_20,0.2950998246669769,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,2022-08-29,34.06659,-118.22688,0.0,mainLA,462.1799926757813,30.729999542236328,775.02001953125,0.023353,2022_08_29,0.2189849615097046,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2022-09-03,33.901389,-118.205,0.0,compton,492.239990234375,36.38999938964844,1110.7099609375,0.041042,2022_09_03,0.199999988079071,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2022-03-31,34.181977,-118.363036,0.0,northHollywood,280.1600036621094,19.59000015258789,963.1400146484376,0.032417,2022_03_31,0.022975755855441,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2022-07-17,34.276316,-118.683685,0.0,simiValley,519.5800170898438,37.08000183105469,856.6400146484375,0.041043,2022_07_17,0.2462358027696609,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2022-11-06,33.901389,-118.205,0.0,compton,327.20001220703125,21.0,478.6799926757813,0.029294,2022_11_06,0.224336639046669,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,2022-11-21,34.01029,-118.0685,0.0,picoRivera,290.739990234375,26.040000915527344,1115.219970703125,0.01175,2022_11_21,0.2524850964546203,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2022-01-07,34.1326,-118.1272,0.0,Pasadena,209.4900054931641,16.540000915527344,1032.8599853515625,0.012292,2022_01_07,0.2882932126522064,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2022-09-30,34.06659,-118.22688,0.0,mainLA,311.3999938964844,27.25,814.8400268554688,0.031565,2022_09_30,0.18864606320858,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2022-03-21,34.05111,-118.45636,0.0,westLA,409.0899963378906,24.040000915527344,567.75,0.026958,2022_03_21,0.1195101365447044,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2022-03-30,34.19925,-118.53276,0.0,reseda,388.6099853515625,21.31999969482422,689.25,0.026958,2022_03_30,0.2833806872367859,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2022-09-14,34.06659,-118.22688,0.0,mainLA,349.2699890136719,28.8799991607666,874.77001953125,0.026125,2022_09_14,0.2269601076841354,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2022-06-20,34.1326,-118.1272,0.0,Pasadena,585.5800170898438,36.380001068115234,692.5800170898438,0.043176,2022_06_20,0.5021216869354248,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2022-01-23,34.05111,-118.45636,0.0,westLA,275.2099914550781,23.420000076293945,1392.22998046875,0.034667,2022_01_23,0.2461103349924087,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-04-08,34.1326,-118.1272,0.0,Pasadena,472.8699951171875,35.43000030517578,887.8599853515625,0.034875,2022_04_08,0.540229856967926,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2022-11-08,34.01029,-118.0685,25.43000030517578,picoRivera,165.1300048828125,19.1299991607666,1206.4000244140625,0.020792,2022_11_08,0.0127349914982914,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,2022-07-31,34.05111,-118.45636,0.0,westLA,464.2300109863281,29.979999542236328,888.6300048828125,0.031529,2022_07_31,0.030019037425518,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2022-09-21,33.901389,-118.205,0.0,compton,416.0799865722656,27.190000534057617,743.3599853515625,0.020125,2022_09_21,0.2053890526294708,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,2022-05-27,34.19925,-118.53276,0.0,reseda,463.4200134277344,24.899999618530277,553.6300048828125,0.037833,2022_05_27,0.0665066018700599,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2022-08-01,34.276316,-118.683685,0.0,simiValley,465.55999755859375,34.08000183105469,866.02001953125,0.030478,2022_08_01,0.2810939848423004,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,2022-06-22,34.1326,-118.1272,0.0,Pasadena,493.989990234375,32.41999816894531,806.47998046875,0.027708,2022_06_22,0.0377358496189117,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2022-09-07,34.01029,-118.0685,0.0,picoRivera,464.3299865722656,38.88999938964844,1073.0,0.027542,2022_09_07,0.246777594089508,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2022-11-03,34.01029,-118.0685,0.0,picoRivera,314.8699951171875,20.479999542236328,438.8900146484375,0.023292,2022_11_03,0.3033970892429352,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,2022-09-16,34.276316,-118.683685,0.0,simiValley,407.4400024414063,28.170000076293945,651.969970703125,0.035304,2022_09_16,0.3139614164829254,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2022-10-29,33.901389,-118.205,0.0,compton,385.760009765625,24.540000915527344,530.9600219726562,0.020458,2022_10_29,0.2293429970741272,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2022-06-20,33.901389,-118.205,0.0,compton,605.3300170898438,31.1200008392334,667.5,0.0315,2022_06_20,0.2047012895345688,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2022-01-17,33.901389,-118.205,1.4199999570846558,compton,111.63999938964844,18.90999984741211,1665.030029296875,0.021958,2022_01_17,0.0577388107776641,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2022-09-20,34.01029,-118.0685,0.0,picoRivera,407.5400085449219,30.0,774.8900146484375,0.014875,2022_09_20,0.2922509312629699,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2022-02-26,33.901389,-118.205,0.0,compton,400.1600036621094,21.399999618530277,721.8599853515625,0.017792,2022_02_26,0.2521667182445526,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2022-02-08,34.05111,-118.45636,0.0,westLA,347.2200012207031,26.459999084472656,1243.25,0.023458,2022_02_08,0.1800672560930252,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,2022-08-22,33.901389,-118.205,0.0,compton,414.5899963378906,27.209999084472656,832.1900024414062,0.026833,2022_08_22,0.0185255203396081,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2022-02-19,34.276316,-118.683685,0.0,simiValley,370.010009765625,23.93000030517578,1168.56005859375,0.029136,2022_02_19,0.3099579215049743,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,2022-06-26,34.06659,-118.22688,0.0,mainLA,554.3699951171875,32.400001525878906,716.22998046875,0.034667,2022_06_26,0.2274225503206253,"{""type"":""MultiPoint"",""coordinates"":[]}"
