system:index,date,lat,long,ndvi,.geo
2021_01_01,2021-01-01,34.276316,-118.683685,0.31727951765060425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_02,2021-01-02,34.276316,-118.683685,0.30477309226989746,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_03,2021-01-03,34.276316,-118.683685,0.28671327233314514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_04,2021-01-04,34.276316,-118.683685,0.3448028564453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_05,2021-01-05,34.276316,-118.683685,0.24334846436977386,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_06,2021-01-06,34.276316,-118.683685,0.34798017144203186,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_07,2021-01-07,34.276316,-118.683685,0.1986076980829239,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_08,2021-01-08,34.276316,-118.683685,0.28246864676475525,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_09,2021-01-09,34.276316,-118.683685,0.28555774688720703,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_10,2021-01-10,34.276316,-118.683685,0.2748447358608246,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_11,2021-01-11,34.276316,-118.683685,0.3617478609085083,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_12,2021-01-12,34.276316,-118.683685,0.19708029925823212,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_13,2021-01-13,34.276316,-118.683685,0.12640921771526337,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_14,2021-01-14,34.276316,-118.683685,0.2615305185317993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_15,2021-01-15,34.276316,-118.683685,0.3112719655036926,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_16,2021-01-16,34.276316,-118.683685,0.177659273147583,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_17,2021-01-17,34.276316,-118.683685,0.3016286790370941,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_18,2021-01-18,34.276316,-118.683685,0.32119205594062805,"{""type"":""MultiPoint"",""coordinates"":[]}"
