system:index,date,lat,long,ndvi,.geo
2021_01_01,2021-01-01,33.901389,-118.205,0.22050447762012482,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_02,2021-01-02,33.901389,-118.205,0.22621139883995056,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_03,2021-01-03,33.901389,-118.205,0.03845604136586189,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_04,2021-01-04,33.901389,-118.205,0.16888728737831116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_05,2021-01-05,33.901389,-118.205,0.046744346618652344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_06,2021-01-06,33.901389,-118.205,0.21658985316753387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_07,2021-01-07,33.901389,-118.205,0.043949875980615616,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_08,2021-01-08,33.901389,-118.205,0.21702837944030762,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_09,2021-01-09,33.901389,-118.205,0.21729612350463867,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_10,2021-01-10,33.901389,-118.205,0.10792616754770279,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_11,2021-01-11,33.901389,-118.205,0.2986641228199005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_12,2021-01-12,33.901389,-118.205,0.17482060194015503,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_13,2021-01-13,33.901389,-118.205,0.007561929523944855,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_14,2021-01-14,33.901389,-118.205,0.2071497142314911,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_15,2021-01-15,33.901389,-118.205,0.21877619624137878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_16,2021-01-16,33.901389,-118.205,0.17890235781669617,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_17,2021-01-17,33.901389,-118.205,0.20953574776649475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_18,2021-01-18,33.901389,-118.205,0.22874441742897034,"{""type"":""MultiPoint"",""coordinates"":[]}"
